symbol,timetoexpiry,strike,last,bid,ask,volume,openint,curprice,histvol,implvol,bsval
NDRO,111,5,0.2,0,0.3,234,445,4.35,0.598458381955459,0.554014098675981,0.340899788127966
MGP,76,25,5.81,5,5.8,6,6,30.209999,0.134102977597882,0.464376830848796,5.21045867911274
FOR,48,15,2.4,0,0,162,270,17.200001,0.0854675987340227,-0.00825383851485503,2.20000151819254
FTK,111,5,0.49,0.45,0.55,51,172,4.65,0.586533821141027,0.674281968666587,0.46029934241819
HVT,20,20,5.06,5.6,6.7,12,12,26.15,0.287845568987763,1.17771120378132,6.15001203277142
CBU,139,60,0.65,0.5,0.8,30,0,55.25,0.196849268795713,0.175401164331947,1.03437654782365
SALT,20,5,2.14,1.95,2.2,2010,2010,7.05,0.543286647726044,1.41127573854908,2.05079434631599
CNC,48,95,5.34,5.1,5.8,49,1281,96.769997,0.393832586093106,0.350872934622762,6.38899891874925
DG,13,82,0.84,0.65,1.25,21,3,81.050003,0.159468314504228,0.274145438802091,0.57624214108932
AIZ,76,85,8.1,10.9,12,1,1,95.519997,0.278791436573149,0.311377163480852,11.6339596735367
GSH,20,25,4.33,3.4,5,14,0,29.166,0.298176273310316,0.934191101678899,4.17499337645502
DDS,258,65,4.9,4.3,5.5,20,32,56.07,0.368380802554371,0.461261420618466,3.80869008306978
SYF,13,30,1.27,1.1,1.35,63,37,31.049999,0.265730050180086,0.306360067301521,1.27388883047693
ENIA,20,10,1.3,0.1,0.7,3,0,10.22,0.181565720128785,0.618502810263756,0.303393959270396
NEFF,111,17.5,4.41,6.8,8.3,34,34,25,0.0349463334557202,0.711122083279725,7.5
MSCI,76,135,1.3,0.1,1,10,10,116.900002,0.197255500749547,0.276411561625147,0.263024864469204
FNF,20,48,0.46,0.35,0.55,153,27,47.459999,0.219770887203827,0.177440974884251,0.733056595392462
KRC,48,70,1.2,1.75,2.75,2,2,71.120003,0.17968721392946,0.210046527077681,2.44805691283494
HRI,111,50,2.95,3.9,4.3,105,2249,49.130001,0.228744658640096,0.434105945628082,2.0817189891935
BNS,20,65,0.45,0.25,0.45,54,105,64.25,0.109862955432161,0.127163323110164,0.35439286885391
KKR,34,20.5,0.43,0.35,0.55,150,96,20.33,0.198055695174808,0.254060517818131,0.411897280149713
CCC,20,15,6.4,5.8,7,954,952,21.4,2.20368657112957,1.59130473291684,7.72072805480544
WLKP,139,25,0.45,0.4,0.75,82,143,22.700001,0.341977173290844,0.281832224509141,1.05929373936264
BC,48,60,0.93,0.8,1,11,145,55.970001,0.221458236428127,0.300501950339614,0.497217035722311
LTM,167,12.5,1.65,1.3,1.75,3,8,13.25,0.264090137948098,0.387414467685693,1.33948902638978
CMI,111,90,65.6,75.8,80.5,17,4,168.029999,0.0914582087943224,0.855982777461311,78.029999
BXE,167,5,0.05,0,0.1,50,50,2.84,0.466667443907013,0.701394611597448,0.0171661861722608
AP,76,17.5,1.4,0.85,1.7,90,183,17.4,0.28976421761368,0.552214629774874,0.870666205574151
CSU,167,15,0.75,0.55,0.75,10,71,12.55,0.266091533871233,0.460887343235346,0.208846437082215
CTLT,48,40,2.2,2.15,2.55,103,206,39.919998,0.293106963761381,0.448471547149226,1.65398464030251
RSG,111,70,0.3,0.25,0.4,2,117,66.059998,0.0944898473294652,0.112709708823636,0.237483788825685
ROP,230,250,13.4,12.4,13.7,61,61,243.399994,0.151730689340387,0.215234835958221,8.83766981422249
DE,111,82.5,41.07,42.95,45.85,302,1,125.589996,0.124964818188025,0.702930484939369,43.089996000581
SKM,20,25,0.5,0.3,0.45,61,336,24.59,0.283665609595187,0.273869203897066,0.471953953433863
CVE,111,10,1.03,0.8,0.95,491,2221,10.02,0.390486701039909,0.427817950104261,0.868313921450534
NR,20,10,0.2,0.1,0.3,189,551,10,0.330650516347707,0.321324044414252,0.308703235533359
NXRT,139,30,0.25,0,0.25,49,30,23.73,0.171219700817156,0.303138860155649,0.0130370869372187
MAN,48,115,5.95,5.6,6,29,4,117.82,0.150228096651031,0.264257008367242,4.18572479313062
MC,20,39,4.2,3.9,4.4,1003,879,43.049999,0.153960528249996,0.427636669378183,4.05136438978519
DRQ,76,35,4.1,8.5,10.9,18,9,44.150002,0.236716794160198,0.709058568880275,9.17386566567811
UBA,48,20,0.75,0.15,1.25,5,19,21.700001,0.210133457573975,1.28915390876e-16,1.81536972267029
AAV,48,8,0.18,0.1,0.2,10,23,6.3,0.266541723317623,0.749127283246755,0.00150004258389053
MOD,20,15,4.22,3.7,4.6,2,1,19.25,0.254418173778813,1.06419498712085,4.2500030696593
EMR,111,62.5,2.36,2.25,2.4,27,3232,62.84,0.114677330586068,0.161494966335485,1.75665798460871
XCO,48,1,0.49,0.35,0.5,100,100,1.34,0.773795260610504,1.81626844885752,0.36476213190719
WK,20,10,9.7,10.6,11.1,88,84,20.85,0.203777735556405,2.19790369017319,10.85
TDOC,48,40,0.75,0.7,1.25,49,78,33.150002,0.577474627955732,0.705540285870168,0.767548715145557
PKD,111,2.5,0.03,0,0.05,20,25,1.1,0.494785545502233,1.17110176867945,0.000166148193343318
BNED,48,7.5,0.2,0,0.15,500,24,6.51,0.552755512101162,0.490299480744984,0.197458991883225
APH,20,85,0.97,0.75,1,445,293,84.639999,0.136599487468434,0.147869806513102,0.911464494554785
STAY,111,22.5,0.3,0.25,0.4,359,383,20,0.166701490420904,0.274363167136546,0.092319597268645
RNG,48,40,2.55,3.1,3.7,10,15,41.75,0.258197401017594,0.463359611841657,2.55802160745896
NTP,76,5,2.8,5.7,6.1,30,90,10.85,0.215494656293246,1.40251537777249,5.85
BCC,48,37.5,1,0.9,1.15,14,52,34.900002,0.272326425185207,0.422786260741041,0.486691475285669
DOV,167,90,5.8,5.4,6,5,117,91.389999,0.104116112154166,0.215766675062418,3.30267347200578
LNC,20,50,22.65,23.3,24,8,6,73.480003,0.222337554737749,1.13182531696057,23.480003
EVTC,48,12.5,2.5,2.9,3.7,25,25,15.85,0.460549425874076,0.711801799848558,3.43196139411891
HUM,48,300,0.35,0.4,0.9,141,141,243.630005,0.157520069816702,0.366240498733537,0.000504375344946323
BBL,76,25,14.1,10,10.7,150,2,35.450001,0.202562830569869,0.53617913996571,10.4500521725093
SHLX,202,27,1.86,2.1,2.3,1,1,27.84,0.194889564647662,0.227590476391763,2.03976336272552
AFL,139,85,2.08,1.74,1.93,42,271,81.389999,0.141083540308293,0.167940947332303,1.43508363858514
WAGE,48,55,5,5.2,7.3,2,2,60.700001,0.232916609518758,0.453375337453691,5.99239633492612
STI,475,45,14.88,15.3,15.7,601,2459,59.77,0.216849866127836,0.227497468527363,15.5668683649485
EE,76,55,2.5,0,5,2,2,55.25,0.126867905141969,0.486694786117126,1.40184875863409
POT,34,20.5,0.16,0.05,0.26,157,157,19.24,0.187381597131609,0.298501066606611,0.0765139909002825
AMRC,202,10,0.2,0.2,0.5,10,10,7.8,0.209895952068561,0.504545016156963,0.0326497114748465
VRX,20,14,0.79,0.76,0.79,2104,17873,14.33,0.333915015788437,0.462045110299393,0.626052544395879
COF,13,82,1.61,2.87,3.1,24,136,84.660004,0.16417689803476,0.220199607204317,2.86292987222008
RSO,230,12.5,0.25,0.15,0.35,20,20,10.78,0.128611484890439,0.266533655456284,0.0388507530914114
KB,76,55,1.1,0.3,0.9,1,1,49.029999,0.448167140856572,0.315457281535456,1.89970864150368
NOA,230,2.5,1.95,1.65,2.15,2,2,4.35,0.262704461242619,0.920605746341062,1.85083701849597
BOX,111,12,7.3,7.3,7.6,20,227,19.32,0.333186222449785,0.68428383948227,7.32418673156898
KT,111,20,0.05,0,0.35,75,16,13.87,0.244349205803428,0.589571929691612,0.00225131256576149
AVT,139,43,0.65,0.7,0.8,1,41,39.299999,0.147081334298728,0.214059117720683,0.315842428854931
WSO,139,165,4.3,4.9,5.7,4,9,161.070007,0.184715998578195,0.18701379323887,5.60994177255586
GNL,20,25,0.05,0,0.2,50,1144,21.889999,0.107124496096468,0.521241176522266,6.04434648108291e-09
MLM,111,210,9.32,9.7,10.4,44,235,206.229996,0.245680980075023,0.266540005430357,9.45519229654829
UNP,13,109,7.7,6.8,7.45,266,270,115.970001,0.154253990109702,0.308216948254665,6.98952322630629
KWR,111,140,12,10.6,15,10,10,147.949997,0.166228198789396,0.333689088185529,10.1649356106978
TEX,111,43,4.4,4.2,4.5,79,2318,45.02,0.249137216454142,0.35123086624,3.55338940550198
HLF,111,75,2.4,2.05,2.6,48,2176,67.830002,0.0877357389114986,0.347788124661763,0.0237852645528309
BSMX,48,10,0.5,0,0.55,2,2,10.09,0.213331198788935,0.346852467557709,0.357016648502216
XYL,111,40,13.8,20.2,24.3,20,0,62.630001,0.100842729592042,0.786500045735567,22.630001
AU,20,18,0.13,0.05,0.15,120,120,9.29,0.460587711571462,1.8457953659703,9.09751718403121e-11
SYT,76,90,2.7,2.4,3.4,25,347,92.059998,0.0365111296542855,0.133967680746127,2.12090397838881
COP,27,52,0.5,0.33,0.54,1641,1635,50.049999,0.135565753190872,0.23248226504002,0.146073007771502
LEG,20,50,0.15,0.05,0.1,12,89,47.73,0.310921548949188,0.162624606952363,0.562942612978059
CI,111,120,61.47,65.2,68.5,215,131,186.940002,0.161549108839053,0.560464075788948,66.9400028053278
USG,139,40,0.55,0.5,0.65,17,0,32.650002,0.447550272023757,0.33650429245533,1.33580734903665
DPLO,48,25,0.6,0.4,0.6,51,6,20.709999,0.359333801166361,0.631484608787691,0.0983006855816877
BAP,139,220,5.3,4.8,6,15,15,205.020004,0.230586665956605,0.230345858465386,6.01110619265032
AGX,20,70,0.5,0,1.5,11,92,67.25,0.222043077023266,0.413911412808017,0.450869464693678
RYN,139,22.5,5.9,6.3,7,100,22,28.889999,0.0973763061020023,0.42617129224789,6.39000430445385
BSX,475,18,10.9,11.35,12.15,174,183,29.17,0.121659327704683,0.43527735512731,11.1702018244346
RESI,76,17.5,0.07,0,0.15,200,382,11.11,0.278216856443979,0.695579057007034,7.51638238473229e-05
CBL,76,10,0.15,0.1,0.2,50,10425,8.39,0.313367599853025,0.446187532554935,0.0692904232625777
NAV,111,37,5.7,8.5,8.8,159,5363,44.07,0.339694572700315,0.494902587216505,7.7823045737895
BCO,167,95,2.41,2.05,2.9,145,147,84.25,0.216329988005879,0.290288418150192,1.51468611026147
GLOB,48,50,0.3,0.2,0.35,21,0,40.07,0.231619319734628,0.470997110398162,0.00490271969507056
SPR,111,77.5,4.07,4,4.3,23,79,77.720001,0.111877809475096,0.245531229519054,2.02195023872089
USAC,167,15,1.4,1.65,2.05,20,74,16.719999,0.227578815898212,0.223137296793656,2.06468670736436
HBM,111,7.5,0.7,0.8,0.95,27,2707,7.45,0.538122118097475,0.595424145111454,0.856933030636852
PHH,48,12,2.15,2,2.2,6,4,13.93,0.283258708027926,0.499904876549729,1.97335428037781
O,20,55,2.42,2.3,2.55,50,280,57.189999,0.141040276292105,0.216565190728112,2.29761648220357
MT,475,5,2.8,2.77,3.25,700,980,25.76,0.252126269738011,-3.25619568265953e-17,20.7600000031844
CTB,48,44,0.06,0,0.1,284,148,37.400002,0.224074668808942,0.282718667988968,0.0279679159196891
CVRR,48,8,2.08,1.9,2.05,100,0,9.85,0.42677831465212,0.631227938624552,1.90678281841642
M,111,35,0.06,0.05,0.12,10,7273,21.82,0.347973703958242,0.489738921208786,0.0118870316992618
WTR,20,35,0.13,0,0.15,19,57,33.189999,0.130635662201914,0.226452602011843,0.0174302359980467
AP,76,22.5,0.05,0,0.7,25,25,17.4,0.28976421761368,0.681279118597769,0.0257304784074496
GHM,167,22.5,0.9,0.65,1.3,43,57,20.83,0.216671413059485,0.347593409319572,0.601467068021134
NGVT,202,62.5,7.5,5.2,6.7,2,2,62.470001,0.250389627438113,0.363202995003835,4.62166960583645
EOG,475,90,16.12,15.6,16.55,10,1142,96.739998,0.172656105321075,0.305265453797962,11.1799291792921
TWI,111,15,0.1,0.05,0.15,5,81,10.15,0.424928827813154,0.529288933052146,0.0570208779398941
ARA,20,12.5,1.7,1.85,2.95,1,1,14.97,0.356932210316274,1.07906157150566,2.47628211428707
WES,230,55,1.45,1.2,1.65,10,10,51.279999,0.169261218527214,0.188543533069225,1.36364899500387
ABB,48,25,0.45,0.45,0.65,279,282,24.75,0.0679345785893684,0.213614554240516,0.139536075649801
USNA,20,60,1,0.05,1.95,1,255,57.700001,0.170453974737667,0.53881773078661,0.203278827685216
DPZ,48,240,0.45,0.35,0.5,2,2,198.550003,0.157415182605049,0.314740226195001,0.00146011750896938
CBM,20,75,0.05,0,0.1,70,70,55,0.196288480534087,0.680787449009282,3.04783975835221e-12
MOS,167,21,1.99,2.12,2.24,900,1040,21.59,0.259934829124064,0.336724354863561,1.80521413624739
DNB,230,135,1.65,1.15,2.75,10,10,116.410004,0.166071870862801,0.232122643755968,1.08002505475639
OZM,76,3,0.35,0.3,0.4,100,3293,3.22,0.374299072243908,0.489020457000847,0.339512226377179
SVU,475,5.5,0.3,0.2,0.4,24,73,21.75,0.418101486248764,-1.00854983533646e-16,16.2529267009528
MLI,76,30,3.7,4.1,6.5,5,68,34.950001,0.272774686238721,0.591439335711928,5.16360769104617
SIG,20,90,0.1,0,0.15,21,104,66.550003,0.260285559839265,0.690491814115714,3.19571548263553e-07
THR,139,17.5,1,0.9,2.05,3,3,17.99,0.137499760258716,0.411868411080953,0.877011057930863
ADC,111,50,1,1.2,1.5,5,442,49.080002,0.105023770685545,0.176710053916651,0.742801431331014
BPL,139,60,0.95,0.7,1.05,19,322,57,0.187013171366737,0.155438741296995,1.453123289129
P,475,3,4.85,4.65,5.05,956,1852,7.7,0.258612300171406,0.824710542061848,4.70026474429221
NOAH,20,40,0.25,0,0.2,40,40,32.110001,0.291091637883504,0.665781720383626,0.000412473988037555
GWB,76,45,2.25,0,1,21,21,41.279999,0.306330693411341,0.30839564964606,0.986624630242368
GLOB,20,45,0.6,0.1,0.3,2,2,40.07,0.231619319734628,0.447344613433749,0.0133160174334417
DNOW,48,25,0.1,0,0.1,10,38,13.81,0.233107727242514,0.933754302857954,2.33650876424464e-13
SAH,48,22.5,0.25,0.2,0.4,34,37,20.4,0.250023888560666,0.374377065268011,0.138380557100625
ERA,76,17.5,0.07,0,0.55,10,10,11.19,0.501648399507045,1.00415704754589,0.0306195383245116
QHC,48,2.5,1.05,2.4,2.85,20,20,5.18,0.546627128965389,1.87109386868845,2.68002037273124
SNAP,20,27,0.02,0,0.02,1000,3105,14.54,0.382869131010413,1.15432207099189,6.05497874062163e-13
VSLR,111,2,1.55,1.3,1.6,8,20,3.4,0.745265122859722,1.19949103143334,1.44900375806657
OAK,48,50,0.3,0,0.2,90,92,47.049999,0.10122176591131,0.156572592410495,0.0361522084867847
BW,139,12.5,1,0,0.1,496,743,3.33,1.19975613035637,1.29759949363906,0.0669439613678056
SERV,48,55,0.23,0.15,0.3,4,16,46.73,0.143374152488119,0.349139215011261,0.000621850328732382
GCP,48,30,0.8,0.6,1,1,354,30.700001,0.220781638329158,0.133145319916649,1.35906473084956
CRK,167,11,0.35,0.25,0.5,30,30,6.08,0.269017573431446,0.957021399954603,0.000220769342232437
KOF,48,70,5.5,5.4,9.1,3,3,77.129997,0.158917716465979,0.442388406114648,7.21065899306092
CB,230,120,23.35,23.8,24.6,10,10,142.550003,0.261938494923975,0.223930225322456,25.6498454884184
WNS,111,40,0.85,0.55,0.95,10,10,36.5,0.167817432939774,0.272150629871129,0.300384206421704
TDW,20,0.5,0.55,0.3,0.65,6,91,29.08,0.642172654647877,-8.43729550004947e-17,28.58
ACRE,48,15,0.15,0,0.15,15,15,13.31,0.123003724253845,0.337167688268506,0.000713358330129713
TDG,111,300,0.14,0,0,30,46,255.649994,0.210572465764048,0.0104498673696166,1.23706903627379
DFIN,111,22.5,0.8,0.2,0.85,8,138,21.559999,0.283112987953456,0.261232687719868,0.951527964500743
POL,48,45,0.25,0.15,0.3,7,7,40.029999,0.150102491020567,0.290512900581277,0.0129970288030371
ESL,20,85,6.7,5.4,6.3,10,184,90.150002,0.176206993355799,0.374399805825052,5.27494084059386
STI,202,70,0.52,0.47,0.62,150,1,59.77,0.216849866127836,0.191490330571385,0.902215526234018
MUX,475,3,0.33,0.3,0.4,13,3711,1.95,0.718294735776605,0.762870124757843,0.360598246142924
KNL,20,20,0.85,0.3,1.35,134,59,20,0.195870690163457,0.723674566124324,0.365798721311316
MTW,167,9,1.15,1.05,1.2,150,203,9,0.307938051799964,0.496424666769777,0.746524038303749
WDR,76,22.5,0.1,0.1,0.25,35,557,20.07,0.252925354760346,0.270163570945538,0.207930607788144
GVA,76,55,4.3,4.7,5.5,5,175,57.950001,0.148462380007873,0.374670045630005,3.43334952784529
WRB,111,69.5,1.35,1.05,1.55,10,210,66.739998,0.225446750771928,0.180881398811594,2.17399975164692
MTL,20,7.5,0.05,0,0.1,3,138,5.17,0.32688136012131,1.29745572984196,5.25404389994932e-08
SAIC,230,70,3.67,3.9,4.8,105,105,66.849998,0.685042830019006,0.289069510749148,13.1396528625736
TRQ,76,3,0.3,0.3,0.4,10,614,3.1,0.161664225151126,0.628458822742993,0.148457121771057
WMC,111,2.5,7.8,7.8,8.5,5,0,10.47,0.191244257256894,2.61666242776103,7.97
CAL,139,30,2,2.9,3.3,100,100,30.52,0.209052849849617,0.408203577197272,1.83007095372483
MTU,48,7.5,0.2,0.15,0.25,101,229,6.44,0.1927191314481,0.643742988688749,0.00250892032620882
STNG,111,4,0.25,0.2,0.25,1008,4734,3.43,0.523859442518894,0.594004246768102,0.200144213057466
LQ,167,10,5.4,7.4,7.8,512,1500,17.5,0.198969775870329,0.665288243054829,7.50000620833855
CTT,139,10,2.5,2.4,3,44,2,12.61,0.161682316425412,0.470304421926467,2.61381599787852
MET,258,57.5,1.45,1.37,1.61,6,21,51.950001,0.171391634149455,0.204709580355479,1.11522777204166
CZZ,167,10,0.37,0.25,0.45,500,563,8.13,0.211478997343839,0.47441318187111,0.0425069747856084
QUAD,48,22.5,1.55,1.4,1.6,63,122,22.610001,0.581394927310928,0.473871046245029,1.94913506320835
DEA,76,20,0.48,0.7,1,10,34,20.67,0.09039796555236,0.164051038265051,0.77101363334684
BXP,20,120,2.05,3.5,3.9,87,177,122.879997,0.144415142504326,0.190633997820598,3.46491396568598
CNDT,202,15,1.95,1.85,2.05,40,15,15.67,0.17353234021216,0.373459357660356,1.16894353201105
SCG,20,55,0.12,0.05,0.15,105,158,48.490002,0.348506629274349,0.372850114328699,0.111479874865679
TV,475,30,2.6,1,1.45,30,260,24.67,0.12543877016066,0.282314458007055,0.153179662183138
O,111,90,0.1,0,0.4,100,100,57.189999,0.141040276292105,0.497316535713605,2.48931086159048e-09
CHGG,48,17.5,0.27,0.2,0.4,40,61,14.84,0.347331328550208,0.56950979595157,0.0905362796385216
TEX,111,49,1.45,1.55,1.7,4,18,45.02,0.249137216454142,0.32134182383034,1.05800239410572
AIG,6,63.5,0.04,0.03,0.17,952,0,61.389999,0.178023933838272,0.260573948857771,0.0436516645466432
TU,76,35,1.55,1.3,1.7,60,252,35.970001,0.0736870014622849,0.178167436138574,1.11013867594037
ABEV,202,10,0.04,0,0.05,30,40,6.59,0.205675723342958,0.352053821785581,0.00120745690105097
RIO,76,40,7.5,7.4,7.7,53,100,47.189999,0.194300269865113,0.343551956999174,7.23664451405441
CBS,6,57.5,1.07,0.86,1.23,1530,37,58,0.3072388218086,0.324799021274703,1.17931231553946
HES,27,45.5,0.6,1.1,1.28,20,21,46.889999,0.199013142253082,7.52809967479677e-19,1.842636783118
PAH,111,10,1.65,1.65,1.85,450,850,11.15,0.348887982820992,0.512607947136155,1.51125910958519
DRH,76,12.5,0.05,0,0.15,10,25,10.95,0.188271920861989,0.306104914174626,0.0267916809855739
KOP,167,50,2.4,2.4,2.8,25,7,46.150002,0.275480417570337,0.345010121636088,1.96743382100312
ETP,20,18,0.55,0.55,0.65,510,481,18.290001,0.185883746705729,0.290089286435696,0.480958914361773
SRLP,48,25,0.55,0.4,0.75,10,10,24.6,0.292430057410235,0.261104742924629,0.860800847029251
CCO,76,7.5,0.05,0,0.1,8,8,4.65,0.475773487650411,0.810852248493769,0.00620195230164666
ARW,48,85,1,0.85,1.1,3,7,80.410004,0.12191449753383,0.235871515710464,0.182702528383807
ALG,48,100,4.5,6.5,11.5,13,19,107.370003,0.170339119606695,0.482463946905157,7.76643429704656
BMY,48,67.5,0.91,0.86,0.95,2387,11053,63.740002,0.193233732728585,0.249870321887761,0.53507964466783
VSH,20,15,3.6,3.6,3.9,28,46,18.799999,0.140015747446063,0.690584773747582,3.79999900000021
AYI,20,185,3,2.6,3.2,464,90,171.279999,0.329523033323266,0.500798812678703,1.14567771890867
APC,6,49.5,0.37,0.36,0.45,79,70,48.849998,0.356174444912522,0.290004004541786,0.608053986348818
CRK,76,6,1.05,0.65,0.75,115,115,6.08,0.269017573431446,0.647433081908887,0.337324000907234
SQ,111,14,14.7,14.7,15,15,220,28.809999,0.288772655685007,0.803707502832745,14.810000885609
CMC,20,22,0.06,0,0.1,25,25,19.030001,0.274828463549928,0.47188758000657,0.00550254970079242
HNP,48,30,0.1,0.05,0.25,200,393,24.42,0.154192822603157,0.46772414145459,4.24606943351426e-05
SPGI,48,125,26.6,31.1,31.9,1000,61,156.309998,0.0825211161685101,0.40796531799733,31.309998
HSC,202,22.5,1.4,1.8,2.05,10,10,20.9,0.324037217963588,0.433255948649576,1.37801714461985
ORC,202,7.5,2.65,2.55,2.85,110,7,10.19,0.104447153749454,0.370181616706252,2.69000617399913
RXN,48,25,1.35,1.2,1.6,5,2105,25.41,0.19362424980209,0.380228201427597,0.929747093319202
GTN,20,15,0.8,0.9,1.05,361,6289,15.7,0.363033689331039,0.44676796189339,0.943364793653387
CEO,76,140,0.95,1.2,1.75,50,159,129.699997,0.165523392493825,0.220603740883293,0.828765666821248
ONDK,20,4,0.6,0.65,0.8,90,7,4.67,0.411115186668489,0.925437118791152,0.679450472192236
SGY,111,30,2,0.5,5,1,5,29.059999,0.508446060940738,0.847719230497954,2.84345751631972
OGS,111,80,0.96,0.75,1.15,4,60,73.639999,0.120535391295447,0.203339626838765,0.260023899057364
ADC,20,40,9.26,8.8,9.3,49,7,49.080002,0.105023770685545,0.613091590683352,9.080002
TROX,20,19,4.42,2.15,2.45,326,681,21.1,0.405855983730861,0.585291570567969,2.22953839393148
RHP,20,70,0.1,0,0.1,50,86,62.490002,0.152818047308603,0.297658356710747,0.000484625493604902
OOMA,202,7.5,1.1,3,3.6,10,10,10.55,0.372946854057732,0.625414954788265,3.17933559112207
SPH,20,25,1.43,1,1.35,115,549,26.09,0.157455605563337,0.280248134247975,1.14753151214939
GM,475,40,4,3.9,4.05,1081,30607,40.380001,0.142198113518666,0.211386692898965,2.79244879249946
EVC,48,5,0.85,0.7,0.95,100,335,5.7,0.205443252119775,0.684642565678129,0.706291837330854
HEP,20,35,0.3,0.1,0.45,190,590,33.400002,0.366125060562223,0.333321512996379,0.538850849169188
WCN,20,75,0.05,0,0.1,30,45,69.959999,0.121855417388631,0.19883073880964,0.00499682415801217
KBR,20,18,0.45,0.4,0.45,50,797,17.879999,0.285657038616306,0.303136377516461,0.420871441039536
FLR,475,65,0.3,0.1,0.3,50,79,42.099998,0.101405188774044,0.233619965043879,0.000124365423300556
PF,76,62.5,1.02,0.9,1.15,400,9299,57.169998,0.13976112007057,0.286506839173015,0.14044544793242
AMID,111,10,4.7,3.5,4.3,32,0,13.65,0.207813421343536,0.763890640124477,3.65134859667017
PAM,167,70,2.6,1.5,4.2,5,20,65.099998,0.233963382606906,0.349407273113392,2.2494127759615
INGR,202,105,16.73,15.1,19.8,27,27,120.639999,0.116373502508135,0.303196206561367,15.8642608619977
EURN,48,10,0.1,0,0.75,100,100,8.1,0.228718012073899,1.16944087152131,0.0013172107921794
NCR,839,47,4.2,4,4.9,4000,4000,37.52,0.23473975373114,0.351552907764268,2.36777491001205
HES,475,57.5,2.98,2.77,3.05,10,11,46.889999,0.199013142253082,0.30291081448542,1.1825552262583
UNP,111,150,0.06,0.04,0.12,1286,140132,115.970001,0.154253990109702,0.226858487600627,0.00392167898513671
FSIC,111,10,0.03,0,0.05,20,159,8.45,0.180411998009825,0.230064306789195,0.0170046915174098
PHX,48,20,1.65,3.6,4.7,4,12,23.799999,0.339384190097777,0.736907843090473,3.89545960340648
NPTN,48,5,1,0.9,1,100,230,5.56,0.560445005229964,0.900036268239616,0.764119980580887
ESS,202,260,9.1,8.3,9.4,15,15,254.029999,0.138633824819998,0.159418051534677,7.85170756950339
FLR,20,44,0.1,0.05,0.15,397,434,42.099998,0.101405188774044,0.1851533158182,0.0125340296742877
AVD,48,20,2.3,3.2,3.5,488,268,22.9,0.318081991024045,0.537582933892393,3.04591758264792
DHR,48,85,2.46,2.35,2.6,12,0,85.779999,0.131653747441916,0.177140010516945,2.04590061343271
ROYT,76,2.5,0.05,0,0.1,400,2926,1.58,0.49531359042933,1.1183482664864,0.00349831028014224
ABC,48,110,0.45,0.5,0.8,61,61,82.75,0.253212784920501,0.57788765758583,0.00233757296279793
HOG,230,45,6.3,5.75,6.2,100,0,48.209999,0.211473291850964,0.299647344217122,4.98075161611241
SR,167,70,7.3,5.7,6.3,3,3,74.650002,0.12209764458148,0.179182998440016,5.39455776344036
PKD,111,2.5,0.03,0,0.05,20,25,1.1,0.494785545502233,1.17110176867945,0.000166148193343318
TJX,20,75,0.69,0.55,0.65,119,3862,73.730003,0.109498124977528,0.169594551228795,0.288201458368391
COT,48,15,0.65,0.6,0.8,1153,1345,15.01,0.205255107859132,0.366488033218832,0.450485025114444
FDC,20,22,0.03,0,0.05,30,119,18.040001,0.233156528858278,0.515101678480355,3.6618601263892e-05
BMA,20,95,16.58,20.6,23.6,8,66,117.349998,0.326341340848662,0.794398442467166,22.3568729700567
HLS,20,40,6.27,6.2,8,7,0,46.349998,0.172736075385311,1.01094188423463,6.35005478242793
STZ,111,220,3.8,3.8,3.9,1396,10452,199.449997,0.0645110886417857,0.245995837527979,0.00655497677185324
GIS,111,55,0.68,0.63,0.71,12,1832,51.759998,0.269123951080989,0.162594198965983,1.79764009403732
AGN,111,260,0.75,0.59,1.56,224,3407,204.949997,0.283831593632798,0.314624577541049,1.00928317003062
ZNH,48,30,4.9,4.6,5.1,10,0,34.369999,0.335570329798439,0.490817665897465,4.62868288285375
KBH,20,23,1.28,1.22,1.43,4678,6306,24.120001,0.361744010063467,0.335975164188779,1.47779274570083
BMS,20,30,17.6,15.4,16.7,130,130,45.57,0.451103814789933,1.71620601894554,15.5700333024304
SFR,202,40,0.65,0,1.25,1000,1000,36.369999,0.215072237524973,0.237275332739158,1.03662372089316
ZTS,475,50,15.3,15.1,16.2,40,240,63.759998,0.10749824248766,0.287136813042778,13.8215312930746
CTT,48,12.5,0.4,0.15,0.55,30,698,12.61,0.161682316425412,0.271560843298713,0.351901260417113
C,20,71.5,1.98,2.01,2.08,590,845,72.739998,0.185181637445989,0.203701629093732,1.96391123427305
CSRA,20,30,2.1,1.9,2.6,100,112,32.27,0.193844492368104,0.384355785850714,2.30223312567069
DNOW,48,25,0.1,0,0.1,10,38,13.81,0.233107727242514,0.933754302857954,2.33650876424464e-13
TRV,475,90,33.06,32.6,34.8,5,52,122.519997,0.249850695475939,0.256106824962908,34.6328867525973
JHG,48,35,0.5,0.55,0.9,47,0,34.84,0.222569958585686,0.193612607780331,1.04591644693402
UTI,111,5,0.1,0.05,0.2,153,970,3.47,0.389982475358156,0.788638625876445,0.0163705671679282
PCG,76,70,0.95,0.95,1.05,11,394,68.089996,0.133018508068936,0.147246319838536,0.887283253696616
REN,111,55,0.35,0.2,0.45,10,59,29.690001,0.689582715107151,0.734754355864519,0.335141556219665
